date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,square_meters_num,square_meter_price,address,zip_code,city,area,region,nominal_interest_rate,annual_inflation_rate,mortgage_bond_yield_rate
9/6/2024,2024Q3,87107,Summerhouse,regular_sale,2018,3375000,-3,4,112,30133.928,Tingodden 311,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
9/6/2024,2024Q3,87055,Summerhouse,regular_sale,1981,925000,-7,4,79,11708.86,Bekkasinvej 16,9982,Ãlbæk,North jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87315,Townhouse,regular_sale,1889,440000,-12,2,83,5301.2046,Vantorevej 97B,4880,Nysted,Other islands,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87300,Apartment,regular_sale,2023,6305000,0,3,98,64336.734,"Astergade 106B, 2",8700,Horsens,East & mid jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87247,Apartment,regular_sale,1898,4723500,0,3,88,53676.137,"Godthåbsvej 61B, 3. th",2000,Frederiksberg,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87273,Villa,regular_sale,1952,498000,0,3,87,5724.1377,Roagervej 263,6760,Ribe,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87206,Apartment,regular_sale,1972,1250000,0,2,49,25510.203,"Topperne 26, 1. 14",2620,Albertslund,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87297,Villa,regular_sale,2021,4200000,-5,5,181,23204.42,Pallasvej 99,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87328,Summerhouse,regular_sale,1973,2925000,10,3,52,56250,Thujavej 21,3300,Frederiksværk,North Zealand,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87116,Apartment,regular_sale,1970,2150000,0,3,82,26219.512,"Gl. Holmegårdsvej 29, 2. tv",3400,Hillerød,North Zealand,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87245,Farm,regular_sale,1932,2350000,0,4,144,16319.444,Skuderløsevej 27,4690,Haslev,Other islands,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87182,Summerhouse,regular_sale,1971,1825000,-4,4,89,20505.617,Solbakken 13,5400,Bogense,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/5/2024,2024Q3,87253,Apartment,regular_sale,1918,500000,0,2,60,8333.333,"Fuglebæks Alle 7, st",4400,Kalundborg,Other islands,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87269,Villa,regular_sale,1966,2975000,-1,4,106,28066.037,Kildemosevej 16,4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87152,Apartment,regular_sale,1915,1650000,0,2,64,25781.25,"Kirkegade 19C, st. th",7600,Struer,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87198,Apartment,regular_sale,1973,745000,0,2,59,12627.118,"Ãbleparken 92, st",5270,Odense N,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/5/2024,2024Q3,87255,Summerhouse,regular_sale,2002,2185000,-9,6,120,18208.334,Esebjergvej 79,6950,Ringkøbing,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87168,Townhouse,regular_sale,1983,825000,0,3,60,13750,Bachsvej 36A,7500,Holstebro,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87263,Villa,family_sale,1965,350000,0,4,125,2800,Ringvejen 81,9850,Hirtshals,North jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87326,Summerhouse,regular_sale,1972,1625000,-4,3,65,25000,Hvedevænget 15,3230,Græsted,North Zealand,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87138,Townhouse,regular_sale,2001,890000,0,2,66,13484.849,Nørregade 11B,6753,Agerbæk,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87336,Villa,regular_sale,2007,2995000,0,6,198,15126.263,Strynøvænget 52,6000,Kolding,South jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87151,Townhouse,regular_sale,1980,2800000,-7,4,126,22222.223,Kildebo 40,4622,Havdrup,Other islands,Zealand,3.35,1.13,4.34
9/5/2024,2024Q3,87195,Villa,regular_sale,1967,825000,0,4,100,8250,Hedegårdsvej 5,8300,Odder,East & mid jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87129,Villa,regular_sale,1963,848000,0,5,160,5300,Elmevang 1,9300,Sæby,North jutland,Jutland,3.35,1.13,4.34
9/5/2024,2024Q3,87225,Apartment,regular_sale,1935,900000,0,2,43,20930.232,"Gedservej 74, 2",4800,Nykøbing F,Other islands,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87441,Villa,regular_sale,1952,975000,-11,3,101,9653.466,Malmose 2,5540,Ullerslev,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/4/2024,2024Q3,87397,Villa,regular_sale,1929,2223000,-3,5,138,16108.695,Risdalsvej 33,8260,Viby J,East & mid jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87537,Summerhouse,family_sale,1966,1088000,0,2,104,10461.538,Vennelystvej 8,5450,Otterup,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/4/2024,2024Q3,87547,Summerhouse,regular_sale,2022,2650000,-5,4,86,30813.953,Skovbuen 24,4583,Sjællands Odde,Other islands,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87437,Villa,regular_sale,1973,1200000,0,4,111,10810.811,Kastanievej 10,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87463,Summerhouse,regular_sale,1974,1195000,0,4,77,15519.48,Ferskenvej 8,4760,Vordingborg,Other islands,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87468,Villa,regular_sale,1971,1595000,0,5,167,9550.898,Rylen 3,6300,Gråsten,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87385,Apartment,regular_sale,1978,3700000,0,2,66,56060.605,"Tuborgvej 17, st. 2",2900,Hellerup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87389,Summerhouse,family_sale,1984,2381600,0,4,112,21264.285,Natskyggevej 12,3390,Hundested,North Zealand,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87358,Apartment,regular_sale,1900,960000,0,3,96,10000,"Strandvejen 21, 1. tv",7600,Struer,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87341,Apartment,family_sale,2001,892500,0,3,94,9494.681,"Kongebrogade 23, 1. tv",6000,Kolding,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87470,Summerhouse,regular_sale,1988,990000,0,3,52,19038.46,Solager 2,2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87372,Villa,regular_sale,1966,400000,0,4,114,3508.772,Floravej 11,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87476,Villa,regular_sale,1927,3500000,-9,5,138,25362.318,Græsted Hovedgade 51,3230,Græsted,North Zealand,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87361,Villa,regular_sale,2009,850000,-10,3,126,6746.0317,Lemvigvej 61,7620,Lemvig,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87497,Villa,regular_sale,1900,400000,-33,5,128,3125,Kelstrupvej 1,4560,Vig,Other islands,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87380,Farm,regular_sale,1932,4800000,0,5,100,48000,St Nørlundvej 8,7361,Ejstrupholm,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87467,Summerhouse,regular_sale,2003,1500000,-6,4,99,15151.516,Strandgårdsvej 189,5464,Brenderup Fyn,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/4/2024,2024Q3,87379,Farm,regular_sale,1877,715000,0,5,157,4554.14,Hellevej 17,6753,Agerbæk,South jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87496,Apartment,regular_sale,1979,1465000,0,3,90,16277.777,"Kragholmen 212, 2. th",9900,Frederikshavn,North jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87513,Townhouse,regular_sale,2018,2545000,0,4,101,25198.02,Stenøvej 14,3630,Jægerspris,North Zealand,Zealand,3.35,1.13,4.34
9/4/2024,2024Q3,87343,Townhouse,regular_sale,1904,325000,0,3,107,3037.383,Sønderport 28,9670,Løgstør,North jutland,Jutland,3.35,1.13,4.34
9/4/2024,2024Q3,87405,Apartment,regular_sale,1936,2595000,0,2,52,49903.848,"Offenbachsvej 23, st. th",2450,København SV,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87626,Townhouse,regular_sale,1920,548000,0,4,65,8430.77,Krogen 5,8300,Odder,East & mid jutland,Jutland,3.35,1.13,4.34
9/3/2024,2024Q3,87675,Farm,regular_sale,1925,1675000,-7,6,112,14955.357,Rødemøllevej 48,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34
9/3/2024,2024Q3,87593,Summerhouse,regular_sale,1974,900000,-10,5,85,10588.235,Pilehegnet 4,4300,Holbæk,Other islands,Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87664,Villa,regular_sale,1973,2050000,0,4,140,14642.857,Hybenvænget 6,5500,Middelfart,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/3/2024,2024Q3,87568,Apartment,regular_sale,1960,3150000,0,4,87,36206.9,"Kongebakken 13, 1. tv",4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87710,Summerhouse,regular_sale,1972,545000,-4,1,27,20185.186,Klinteløkken 15A,3770,Allinge,Bornholm,Bornholm,3.35,1.13,4.34
9/3/2024,2024Q3,87565,Apartment,regular_sale,1973,5270000,0,4,121,43553.72,"Vejlesøparken 33, 4. tv",2840,Holte,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87691,Apartment,regular_sale,1967,740000,-5,3,79,9367.089,"Ãgirsvej 3, 2. tv",8920,Randers NV,East & mid jutland,Jutland,3.35,1.13,4.34
9/3/2024,2024Q3,87638,Townhouse,regular_sale,1977,9000000,-5,7,191,47120.418,Helleholm 39,2960,Rungsted Kyst,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87571,Villa,regular_sale,1966,3300000,-6,4,147,22448.98,Ishøj Bygade 114,2635,Ishøj,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87734,Apartment,regular_sale,1884,2306000,0,2,44,52409.09,"Hedebygade 17A, 2. th",1754,København V,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87684,Summerhouse,regular_sale,1959,1805000,20,3,46,39239.13,Tøftløs 10,6720,Fanø,South jutland,Jutland,3.35,1.13,4.34
9/3/2024,2024Q3,87632,Villa,regular_sale,1959,7000000,-7,3,100,70000,Havlundsvej 36,8250,Egå,East & mid jutland,Jutland,3.35,1.13,4.34
9/3/2024,2024Q3,87743,Villa,regular_sale,1973,1350000,-3,3,139,9712.23,Slejpnersvej 12,4873,Væggerløse,Other islands,Zealand,3.35,1.13,4.34
9/3/2024,2024Q3,87715,Apartment,regular_sale,2023,2600000,-3,3,82,31707.316,"Tommerupgade 43, st. tv",2630,Taastrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87977,Villa,other_sale,1931,6410680,0,8,175,36632.457,Briksbølvej 42,6705,Esbjerg A,South jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87763,Villa,regular_sale,1966,4800000,-8,5,144,33333.332,Tornskadevej 10,8210,Aarhus V,East & mid jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87836,Apartment,regular_sale,2002,3225000,0,2,79,40822.785,"Baneskellet 2B, 1",2950,Vedbæk,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87877,Summerhouse,regular_sale,1978,825000,-8,4,55,15000,Bakkevej 3,4305,Orø,Other islands,Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87864,Summerhouse,regular_sale,1965,1275000,-15,4,90,14166.667,Kirsebærvej 8,3300,Frederiksværk,North Zealand,Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87965,Villa,regular_sale,1941,2845000,0,6,156,18237.18,Bruuns Alle 13,5700,Svendborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/2/2024,2024Q3,87760,Summerhouse,regular_sale,1977,1495000,-6,4,68,21985.295,Fredlygårdsvej 17,3370,Melby,North Zealand,Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87973,Villa,regular_sale,1972,1050000,0,4,131,8015.267,Hyldevænget 4,5856,Ryslinge,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/2/2024,2024Q3,87894,Villa,regular_sale,1802,2025000,-8,4,140,14464.286,Miltoften 2,4200,Slagelse,Other islands,Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87833,Villa,family_sale,1963,433000,0,3,96,4510.4165,Hovedvejen 4,9632,Møldrup,North jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87790,Townhouse,regular_sale,2005,1450000,-3,3,83,17469.879,Mejdalparken 86,7500,Holstebro,South jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87863,Villa,regular_sale,1950,375000,0,6,207,1811.5942,KrÃ¼gersvej 31,6541,Bevtoft,South jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87982,Summerhouse,regular_sale,1980,2575000,0,2,60,42916.668,Solsortevej 8,2791,Dragør,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87919,Villa,regular_sale,2000,2395000,0,5,153,15653.595,Linde Alle 44,8723,Løsning,East & mid jutland,Jutland,3.35,1.13,4.34
9/2/2024,2024Q3,87942,Apartment,regular_sale,1936,725000,0,2,69,10507.246,"Klosterstræde 40, 3. tv",4800,Nykøbing F,Other islands,Zealand,3.35,1.13,4.34
9/2/2024,2024Q3,87834,Townhouse,regular_sale,1976,2250000,-4,4,125,18000,Nonnevænget 23,5700,Svendborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
9/1/2024,2024Q3,88113,Villa,regular_sale,1946,2025000,-4,3,98,20663.266,Sveasvej 23,3700,Rønne,Bornholm,Bornholm,3.35,1.13,4.34
9/1/2024,2024Q3,88013,Apartment,regular_sale,1985,2065000,0,3,89,23202.248,"Rådhusvænget 21, 1. tv",3600,Frederikssund,North Zealand,Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88185,Townhouse,regular_sale,1985,825000,-8,3,71,11619.719,Birkeparken 8,4540,Fårevejle,Other islands,Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88008,Villa,regular_sale,1925,900000,0,7,141,6382.9785,Aster Hassing Vej 11,9310,Vodskov,North jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,87996,Villa,regular_sale,1951,2800000,-3,3,92,30434.783,Elmegade 4,6705,Esbjerg A,South jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,88045,Villa,regular_sale,1930,4025000,-10,5,160,25156.25,Sølystvej 64,8600,Silkeborg,East & mid jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,88058,Villa,regular_sale,1939,7100000,-11,6,138,51449.273,Javavej 10A,2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88060,Apartment,regular_sale,1904,2000000,0,2,53,37735.848,"Lombardigade 19, st. th",2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88054,Villa,regular_sale,1974,7250000,0,7,168,43154.76,Sophus Bauditz Vej 15B,2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88011,Townhouse,regular_sale,1988,1595000,0,4,114,13991.229,Søndre Boulevard 341,7200,Grindsted,South jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,88027,Villa,regular_sale,1988,4495000,0,9,219,20525.113,Ege AllÃ© 94,8600,Silkeborg,East & mid jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,88100,Villa,regular_sale,1930,3346000,5,7,150,22306.666,Hans Tausensgade 19A,4200,Slagelse,Other islands,Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88040,Apartment,regular_sale,1946,1925000,0,3,63,30555.555,"Magnoliavej 8, st. tv",2600,Glostrup,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,88018,Villa,regular_sale,1998,2350000,-2,5,144,16319.444,Martinsvej 5,7000,Fredericia,South jutland,Jutland,3.35,1.13,4.34
9/1/2024,2024Q3,88184,Townhouse,regular_sale,1963,4000000,-5,5,114,35087.72,Granbakken 30,3400,Hillerød,North Zealand,Zealand,3.35,1.13,4.34
9/1/2024,2024Q3,87991,Villa,regular_sale,1880,1265000,-2,3,122,10368.853,Kommunegårdsvej 9,4952,Stokkemarke,Other islands,Zealand,3.35,1.13,4.34
8/31/2024,2024Q3,88242,Summerhouse,regular_sale,1967,950000,-3,3,50,19000,Egebregnen 18,4070,Kirke Hyllinge,Other islands,Zealand,3.35,1.13,4.34
8/31/2024,2024Q3,88214,Villa,regular_sale,1969,2075000,0,5,175,11857.143,Præsteengen 25,4700,Næstved,Other islands,Zealand,3.35,1.13,4.34
8/31/2024,2024Q3,88245,Villa,regular_sale,1775,895000,0,5,268,3339.5522,Fanefjordgade 97,4792,Askeby,Other islands,Zealand,3.35,1.13,4.34
8/31/2024,2024Q3,88233,Townhouse,regular_sale,1974,3295000,0,4,109,30229.357,Kirsebærvangen 116,2765,Smørum,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/30/2024,2024Q3,88297,Villa,regular_sale,1976,2850000,-2,4,115,24782.61,Vemmedrupvej 47,4632,Bjæverskov,Other islands,Zealand,3.35,1.13,4.34
8/30/2024,2024Q3,88344,Villa,regular_sale,1970,4055000,2,5,124,32701.613,Stolpeager 60,2670,Greve,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88391,Apartment,regular_sale,1969,615000,-5,1,42,14642.857,"Granly Alle 5C, 1. mf",6710,Esbjerg V,South jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88530,Summerhouse,regular_sale,1976,1995000,0,3,55,36272.727,Jørgensvej 10,3210,Vejby,North Zealand,Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88436,Villa,regular_sale,1979,900000,-8,4,145,6206.8965,Runebakken 5,6500,Vojens,South jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88372,Villa,regular_sale,1994,3995000,0,4,109,36651.375,Bygmarken 5,2680,Solrød Strand,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88579,Townhouse,regular_sale,2011,2802500,-3,4,142,19735.916,Sønderholmvej 123,8361,Hasselager,East & mid jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88348,Townhouse,regular_sale,1962,2900000,-3,4,84,34523.81,Jellerød Have 76,2980,Kokkedal,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88477,Villa,regular_sale,1951,1175000,-9,5,80,14687.5,Baldersvej 3,3300,Frederiksværk,North Zealand,Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88353,Summerhouse,family_sale,1978,399500,0,3,45,8877.777,Søgårdsvej 4,6823,Ansager,South jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88434,Summerhouse,regular_sale,1967,3900000,-2,2,77,50649.35,Mågevej 28,5600,Faaborg,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/29/2024,2024Q3,88524,Villa,regular_sale,1961,2995000,0,4,112,26741.072,Aurikelvej 11,8240,Risskov,East & mid jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88523,Villa,regular_sale,1973,4070000,0,6,166,24518.072,Mågevænget 4,6710,Esbjerg V,South jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88418,Villa,regular_sale,1936,6495000,0,4,98,66275.51,Mosebuen 26,2820,Gentofte,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88571,Apartment,regular_sale,2023,4150000,0,4,117,35470.086,Premieren 12,4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88420,Villa,regular_sale,1880,400000,-33,6,167,2395.2095,Vøjstrupvej 6,5672,Broby,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/29/2024,2024Q3,88583,Summerhouse,regular_sale,2010,3940000,0,4,111,35495.496,Kisserup Strand Ast 16,4300,Holbæk,Other islands,Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88438,Villa,regular_sale,1924,1295000,0,7,164,7896.3413,Sognevejen 236,9620,Aalestrup,North jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88355,Villa,regular_sale,1957,5498000,0,4,137,40131.387,Vestre StrandallÃ© 152,8240,Risskov,East & mid jutland,Jutland,3.35,1.13,4.34
8/29/2024,2024Q3,88367,Summerhouse,regular_sale,1955,1600000,-11,4,99,16161.616,Brinken 163,4671,Strøby,Other islands,Zealand,3.35,1.13,4.34
8/29/2024,2024Q3,88577,Villa,regular_sale,2000,1795000,0,4,135,13296.296,Digtervænget 38,9550,Mariager,North jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88721,Villa,regular_sale,1969,2615000,5,4,110,23772.727,Bøgevej 5,3550,Slangerup,North Zealand,Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88596,Apartment,regular_sale,1970,1145000,0,2,66,17348.484,"Teglgårdsvej 617, 2. tv",3050,Humlebæk,North Zealand,Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88588,Villa,regular_sale,1912,1620000,2,5,182,8901.099,Torvegade 12,6950,Ringkøbing,South jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88797,Villa,regular_sale,1984,2400000,-4,4,95,25263.158,Brombærhaven 18,8520,Lystrup,East & mid jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88630,Villa,regular_sale,1961,1000000,-9,4,118,8474.576,Dragonvej 38,6270,Tønder,South jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88749,Apartment,regular_sale,1908,1075000,0,2,46,23369.564,"Slagterivej 10, st. tv",4300,Holbæk,Other islands,Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88617,Apartment,regular_sale,1938,3095000,0,3,62,49919.355,"Sofienhøjvej 11, 3. tv",2300,København S,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88825,Summerhouse,regular_sale,1979,2650000,0,3,55,48181.816,Harestien 2,6857,Blåvand,South jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88662,Townhouse,regular_sale,1988,3100000,-4,4,107,28971.963,Stenmøllen 75,2640,Hedehusene,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88661,Summerhouse,family_sale,1999,1150000,0,4,109,10550.459,Rolles Møllevej 58,6640,Lunderskov,South jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88756,Villa,regular_sale,1935,1040000,-13,3,134,7761.194,Stengadevej 28,5953,Tranekær,Fyn & islands,Fyn & islands,3.35,1.13,4.34
8/28/2024,2024Q3,88651,Apartment,regular_sale,1973,1200000,0,1,40,30000,"Peter Ipsens AllÃ© 3, 2. 60",2400,København NV,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/28/2024,2024Q3,88728,Summerhouse,regular_sale,1971,625000,0,4,72,8680.556,Vandet Vest 17,9370,Hals,North jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88799,Villa,regular_sale,1989,1410000,1,4,131,10763.358,Mosesvinget 13,8400,Ebeltoft,East & mid jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88602,Villa,regular_sale,1969,1340000,-4,4,123,10894.309,Elmevænget 3,9430,Vadum,North jutland,Jutland,3.35,1.13,4.34
8/28/2024,2024Q3,88766,Townhouse,regular_sale,2007,3900000,-4,4,125,31200,Flintevej 17,2980,Kokkedal,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88895,Villa,regular_sale,1962,1220000,-13,3,108,11296.296,C M Nielsens Vej 15,6710,Esbjerg V,South jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88979,Villa,regular_sale,2003,1610000,-5,4,113,14247.788,Munkebakken 2A,8400,Ebeltoft,East & mid jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88977,Villa,regular_sale,1965,1175000,-9,6,150,7833.3335,Baunevej 8,6960,Hvide Sande,South jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88983,Summerhouse,regular_sale,1977,1135000,-9,3,50,22700,Katrinekær 45,4573,Højby,Other islands,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88889,Summerhouse,regular_sale,1978,1375000,-1,3,69,19927.537,Klydevej 4,9800,Hjørring,North jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88855,Summerhouse,regular_sale,1967,730000,-9,4,86,8488.372,Vibevangen 1,9370,Hals,North jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,89022,Villa,regular_sale,1968,3545000,-1,5,131,27061.068,Violvej 10,3650,Alstykke,North Zealand,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88938,Villa,regular_sale,1972,730000,-8,9,188,3882.9788,Solbakken 29,7730,Hanstholm,South jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88849,Villa,regular_sale,1954,6700000,-1,5,182,36813.188,Lærkevej 36,4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,89063,Villa,other_sale,1937,1150000,0,11,151,7615.894,Skolegade 7B,4653,Karise,Other islands,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88931,Villa,regular_sale,1977,3075000,-4,4,126,24404.762,Klintevænget 4,4681,Herfølge,Other islands,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88906,Villa,regular_sale,1927,400000,-33,4,139,2877.6978,Bjørnsbækvej 103,9870,Sindal,North jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88920,Villa,regular_sale,1960,5800000,-3,4,115,50434.78,Stormly 44,3500,Værløse,North Zealand,Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,89104,Villa,regular_sale,1988,680000,0,3,113,6017.699,Frederikshåbvej 4A,6623,Vorbasse,South jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88915,Apartment,regular_sale,1938,3300000,0,3,70,47142.855,"Kastanie AllÃ© 26B, st. th",2720,Vanløse,"Capital, Copenhagen",Zealand,3.35,1.13,4.34
8/27/2024,2024Q3,88891,Apartment,regular_sale,1969,1175000,0,2,69,17028.986,"Juelsparken 2, 1. th",9210,Aalborg SA,North jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,88846,Villa,regular_sale,1969,1700000,-5,4,120,14166.667,Mercurvej 28,8700,Horsens,East & mid jutland,Jutland,3.35,1.13,4.34
8/27/2024,2024Q3,89009,Villa,other_sale,1937,1150000,0,4,109,10550.459,Skolegade 7A,4653,Karise,Other islands,Zealand,3.35,1.13,4.34
